air_date,weekday,start_hhmm,time_slot,channel,channel_type,brand,product_name,category,price,url
2026-08-22,토,03:00,새벽 03-06,NS홈쇼핑,TV홈쇼핑,[No brand names found.],새벽팜 참매실 포기김치 10kg,식품,46900,https://m.nsmall.com/gate?ptnCd=538&hsmoa_userid=&target=/goods/36056308&hsmoa_code=moa
2026-08-22,토,03:00,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],4 스위트 발 편한 울 플랫 메리제인 슈즈,기타,139000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919462&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:00,새벽 03-06,공영쇼핑,TV홈쇼핑,[No brand names found.],[100% 국내산 천연 햇 벌꿀]농협안심특화꿀 아까시꽃꿀 5병,식품,59900,http://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=hsmoa&tgUrl=/goods/selectGoodsDetail.do?prdId=11948726
2026-08-22,토,03:00,새벽 03-06,GS샵,TV홈쇼핑,RYN,RYN 26SS 최신상 쿨워킹화 1종 + 슬리퍼 1종 여성용,패션잡화,59000,https://m.gsshop.com/alia/aliaGate.gs?media=LUz&gourl=/prd/prd.gs?prdid=1133335495&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:05,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,프리메로,□[8박스]프리메로 유기농 토마토 NFC 100 (1박스: 40g x 10포),기타,98000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919496&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:05,새벽 03-06,홈앤쇼핑,TV홈쇼핑,쏜데이,[방송에서만 이조건] 쏜데이 프리미엄 워터건,기타,129000,http://m.hnsmall.com/goods/view/79567858?channel_code=20397&utm_source=Hsmoa&utm_medium=AF&utm_campaign=TV_None_79567858&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:05,새벽 03-06,CJ온스타일,TV홈쇼핑,지 스튜디오,[온플] 26FW 페이즐리 레이어링 스커트,패션의류,99000,https://display.cjonstyle.com/m/item/2088288569?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:05,새벽 03-06,CJ온스타일,TV홈쇼핑,셀렙샵에디션,"[최초가 99,000원] 25FW 헤어리 폭스울 니트",패션의류,39900,https://display.cjonstyle.com/m/item/2066755215?infl_cd=I0101&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:10,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],○26FW 울블렌딩 니트 집업 자켓,패션의류,139000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918323&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:10,새벽 03-06,현대홈쇼핑,TV홈쇼핑,샐마,샐마 마카롱EZ 점보 TPU도마 풀세트(방송에서만 조리도구 타워 포함),생활용품,89000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=s60&slitmCd=2248998340&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:12,새벽 03-06,GS샵,TV홈쇼핑,라플리,라플리 26FW 핸드플리츠 블루종 재킷,패션의류,149900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1131696957&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:15,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],○26FW 경량 덕 다운 자켓,패션의류,59900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919696&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:15,새벽 03-06,CJ온스타일,TV홈쇼핑,지 스튜디오,[온플] 26FW 울블렌드 모헤어 샤 오버레이 셔링 베스트,패션의류,99000,https://display.cjonstyle.com/m/item/2088273886?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:17,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],제이슨우 26FW Brooklyn 캐시미어 딥 V넥 폴로 니트 3종,패션의류,79900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1125641342&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:20,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],5 스위트 발 편한 울 플랫 메리제인 슈즈,기타,139000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919464&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,뉴트리케이,[방송에서만]뉴트리케이 두뇌엔포커스 PS 80(8+4박스. 총 12박스),기타,219000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoadata&utm_medium=cps&utm_campaign=sale&ReferCode=s61&slitmCd=2243656464&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:22,새벽 03-06,GS샵,TV홈쇼핑,에몬스,[에몬스] 위브릭 3인 듀얼스윙H 기능성 패브릭 소파,가구인테리어,1499000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1133203259&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:25,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,프리메로,◎[8박스]프리메로 유기농 토마토 NFC 100 (1박스: 40g x 10포),기타,98000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919497&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:25,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],26FW 여성 이태리 램스킨 헝가리 구스다운 자켓,패션의류,299000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171633&chl_dtl_no=2584697&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918207&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:27,새벽 03-06,W쇼핑,T커머스,W shopping,시청자 정보 ( 여행백서 ),여행서비스,,https://m.w-shopping.co.kr/display/goods/10010301?mediaCode=MC56&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:27,새벽 03-06,GS샵,TV홈쇼핑,스케쳐스,스케쳐스 26FW 최신상 여성용 릴랙스드 코지 슬립인스 워킹화,기타,129000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1116768061&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:30,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],●26FW 울블렌딩 니트 집업 자켓,패션의류,139000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918325&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:30,새벽 03-06,GS샵,TV홈쇼핑,레이어드,"스튜디오디페 썸머 레이어드 반팔 셔츠 2종[런칭 가격 79,900원]",패션의류,49900,https://m.gsshop.com/alia/aliaGate.gs?media=LUz&gourl=/prd/prd.gs?prdid=1103966558&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:31,새벽 03-06,bshop,미분류,일월,[일월] 일월 차콜라운드 카본 매트 더블,기타,159600,http://m.skstoa.com/display/goods/53928448?orderMedia=62&mediaCode=EP08&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaoffair&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:32,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],SJ와니 26FW 백 밴딩 커브드 볼륨 팬츠 1종,패션의류,89900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1130686307&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:33,새벽 03-06,W쇼핑,T커머스,종근당건강,종근당건강 아이클리어 루테인지아잔틴 아스타잔틴 미니 (10박스/10개월분),건강기능식품,195000,https://m.w-shopping.co.kr/display/goods/25355406?mediaCode=MC04&hsmoa_userid=
2026-08-22,토,03:35,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],●26FW 경량 덕 다운 자켓,패션의류,59900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919699&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:35,새벽 03-06,CJ온스타일,TV홈쇼핑,지 스튜디오,[온플] 26FW 페이즐리 레이어링 스커트,패션의류,99000,https://display.cjonstyle.com/m/item/2088288569?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:35,새벽 03-06,CJ온스타일,TV홈쇼핑,에디바우어,"[최초가 79,000원] 에어핏 남성 이지팬츠",패션의류,29000,https://display.cjonstyle.com/m/item/2051126960?infl_cd=I0101&utm_medium=pcs&utm_source=hsmoa&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:37,새벽 03-06,GS샵,TV홈쇼핑,No brand names found.,SJ와니 26FW 꾸띄르 레이스 니팅 블라우스 1종,패션의류,99900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1130688720&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:39,새벽 03-06,ssgshop,미분류,리가,[NH카드]리가 풀스킨 밍크 폭스 콤비 구스다운,패션의류,498000,https://m.shinsegaetvshopping.com/display/detail/20070168?inMediaCode=MC02&ckwhere=hsmser&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:40,새벽 03-06,쇼핑엔티,T커머스,도깨비,도깨비방망이 PHB2500,기타,59800,https://m.shoppingntmall.com/display/goods/28510777?mediaCode=SH04&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:40,새벽 03-06,NS홈쇼핑,TV홈쇼핑,No brand names found.,보람피플 스마트299 가전+상품권,여행서비스,,https://m.nsmall.com/gate?ptnCd=539&hsmoa_userid=&target=/goods/36093087&hsmoa_code=moa
2026-08-22,토,03:40,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,No brand names found.,*베른데스 프라이팬 5종 세트,생활용품,474000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918498&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:40,새벽 03-06,현대홈쇼핑,TV홈쇼핑,세인트 프랑,세인트프랑 에스테틱 대용량 크림 매니아패키지,뷰티,249000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=s60&slitmCd=2251080532&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:41,새벽 03-06,K쇼핑,T커머스,보디가드,[보디가드] 26SS 남성 COOL메쉬 드로즈 10종,기타,49900,http://m.kshop.co.kr/display/mc/product/8525613?with_code=100315&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%9D%98%EB%A5%98/%EC%96%B8%EB%8D%94%EC%9B%A8%EC%96%B4_8525613&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:42,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],제이슨우 26FW NEW Laurel 컬러 트림 가디건 3종,패션의류,79900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1118861635&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:45,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],[봉래헌] 메이필드 호텔 LA갈비 400g * 8팩(1),식품,119900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918624&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:45,새벽 03-06,K쇼핑,T커머스,에넥스,에넥스 밀라노 스타일 이태리 천연면피 통가죽 3인 소파,가구인테리어,2298000,http://m.kshop.co.kr/display/mc/product/9642950?with_code=100315&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EA%B0%80%EA%B5%AC/%EC%9D%B8%ED%85%8C%EB%A6%AC%EC%96%B4_9642950&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:45,새벽 03-06,CJ온스타일,TV홈쇼핑,지 스튜디오,[온플] 26FW 딥브이 레이스 뷔스티에,기타,89900,https://display.cjonstyle.com/m/item/2088273695?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:47,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],제이슨우 26FW Milo 실크코튼모달 100% V넥 니트 3종,패션의류,79900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1119103148&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:50,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],5 아카이브 스니커즈,패션잡화,59800,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919218&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:51,새벽 03-06,bshop,미분류,블라우풍트,[블라우풍트] 블라우풍트 100주년 스페셜 에디션 오픈픽 무선 이어폰,디지털,178000,http://m.skstoa.com/display/goods/46009402?orderMedia=62&mediaCode=EP08&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaoffair&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:53,새벽 03-06,GS샵,TV홈쇼핑,릴리이브,[릴리이브] 그로우턴 엑소좀 브러쉬 샷 골드 앰플 3X 특대용량 4개,뷰티,129000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1133345029&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:54,새벽 03-06,W쇼핑,T커머스,애플트리김약사네,벨기에 유산균 + 다이어트 트리플러스 25주분,건강기능식품,177000,https://m.w-shopping.co.kr/display/goods/23602097?mediaCode=MC04&hsmoa_userid=
2026-08-22,토,03:55,새벽 03-06,쇼핑엔티,T커머스,포 티니,[6개구성] 포티니 만능 선반_길이조절+높이조절,가구인테리어,70800,https://m.shoppingntmall.com/display/goods/28510807?mediaCode=SH04&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:55,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,베른데스,**베른데스 프라이팬 5종 세트,생활용품,474000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918499&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:55,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,데렉램10크로스비,"[런칭가:115,000원]25FW 시그니처 울 블렌드 롱코트",패션의류,79000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171633&chl_dtl_no=2584697&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12877928&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,03:58,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],쿨로아 600 디바이스 패키지,기타,990000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1133560167&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,03:59,새벽 03-06,ssgshop,미분류,보넬,[상시] 보넬 아이엠 당근 NFC 착즙주스 1L*15병,식품,244000,https://m.shinsegaetvshopping.com/display/detail/1000133079?inMediaCode=MC02&ckwhere=hsmser&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:00,새벽 03-06,NS홈쇼핑,TV홈쇼핑,[No brand names found.],국내산 깐다슬기 200gX7팩,기타,39900,https://m.nsmall.com/gate?ptnCd=538&hsmoa_userid=&target=/goods/35978193&hsmoa_code=moa
2026-08-22,토,04:00,새벽 03-06,홈앤쇼핑,TV홈쇼핑,김소형,[완벽더블][김소형헤밀레] 진액 두피샴푸 500mlx6개+무료체험 10매,뷰티,79900,http://m.hnsmall.com/goods/view/72953941?channel_code=20397&utm_source=Hsmoa&utm_medium=AF&utm_campaign=TV_None_72953941&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:00,새벽 03-06,현대홈쇼핑,TV홈쇼핑,오리아나,(총 13박스) 오리아나 캐나다 야생 블루베리 100% 12박스+1박스 더(20gx14포x13박스),식품,376000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2252671915
2026-08-22,토,04:00,새벽 03-06,GS샵,TV홈쇼핑,라삐아프,"라삐아프 풀밴딩 니팅 세미와이드 팬츠 3종 [런칭 가격 89,900원]",패션의류,39900,https://m.gsshop.com/alia/aliaGate.gs?media=LUz&gourl=/prd/prd.gs?prdid=1088049208&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:01,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],[봉래헌] 메이필드 호텔 LA갈비 400g * 8팩(2),식품,119900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918639&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:03,새벽 03-06,GS샵,TV홈쇼핑,라삐아프,라삐아프 26FW 실켓코튼 크롭 커프스 셔츠 2종(블랙 공통),패션의류,69900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1127664975&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:05,새벽 03-06,CJ온스타일,TV홈쇼핑,이시형,[방송에서만] 이시형 박사의 인생 마그네슘 영양제 6+3박스,건강기능식품,279000,https://display.cjonstyle.com/m/item/2090013869?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:06,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],○ 아카이브 스니커즈,패션잡화,59800,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919210&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:08,새벽 03-06,GS샵,TV홈쇼핑,No brand names found.,SJ와니 26FW 어텀 벌룬핏 데님 팬츠 1종,패션의류,89900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1130685695&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:10,새벽 03-06,공영쇼핑,TV홈쇼핑,고마 나루,(100% 국산밤) 공주 맛밤 50g*15봉,기타,29900,http://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=hsmtv&tgUrl=/goods/selectGoodsDetail.do?prdId=11937937&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:11,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,No brand names found.,***베른데스 프라이팬 5종 세트,생활용품,474000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918500&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:11,새벽 03-06,bshop,미분류,코지마,[코지마] (방송에서만)코지마 복부허리관리기 코지코어엑스 CMT-E105WL,기타,149000,http://m.skstoa.com/display/goods/65253822?orderMedia=62&mediaCode=EP08&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaoffair&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:13,새벽 03-06,GS샵,TV홈쇼핑,라플리,라플리 26FW 핸드플리츠 블루종 재킷,패션의류,149900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1131696957&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:14,새벽 03-06,W쇼핑,T커머스,캐라펜,[50%세일] 배한호 원장의 캐라펜 트리플 복합 콘드로이친 1200 MBP+K2 12개월,기타,98000,https://m.w-shopping.co.kr/display/goods/26429853?mediaCode=MC04&hsmoa_userid=
2026-08-22,토,04:15,새벽 03-06,K쇼핑,T커머스,[No brand names found.],블라우풍트 블루클립스 귀찌형 블루투스 이어폰,디지털,179600,http://m.kshop.co.kr/display/mc/product/10196937?with_code=100315&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EA%B0%80%EC%A0%84/%EB%94%94%EC%A7%80%ED%84%B8_10196937&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:15,새벽 03-06,K쇼핑,T커머스,디엔케이,디엔케이 클린이즈 올인원 고농축 캡슐세제 200개,생활용품,59900,http://m.kshop.co.kr/display/mc/product/10035412?with_code=100315&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%A3%BC%EB%B0%A9/%EC%83%9D%ED%99%9C/%EC%95%A0%EA%B2%AC_10035412&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:15,새벽 03-06,CJ온스타일,TV홈쇼핑,칼라거펠트,25FW 캐시미어블렌드 테일러드 자켓,패션의류,109000,https://display.cjonstyle.com/m/item/2069376507?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:15,새벽 03-06,CJ온스타일,TV홈쇼핑,크리스피 바바,여름 양모 스프레드+스프레드겸패드+베개커버2장 풀세트 수퍼킹,침구,829000,https://display.cjonstyle.com/m/item/2082187728?infl_cd=I0101&utm_medium=pcs&utm_source=hsmoa&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:16,새벽 03-06,쇼핑엔티,T커머스,태그 미,26SS 태그미 플리츠 티블라우스 6종,패션의류,49900,https://m.shoppingntmall.com/display/goods/28521426?mediaCode=SH04&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:16,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],[봉래헌] 메이필드 호텔 LA갈비 400g * 8팩(3),식품,119900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918644&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:18,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],제이슨우 26FW Brooklyn 캐시미어 딥 V넥 폴로 니트 3종,패션의류,79900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1125641342&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:19,새벽 03-06,ssgshop,미분류,롯데카드,[NH카드][방송에서만] 앱솔리 또또뻥 국내산 현미 8봉 + 호라산밀앤파로 8봉,식품,39900,https://m.shinsegaetvshopping.com/display/detail/1001327260?inMediaCode=MC02&ckwhere=hsmser&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:21,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],2 아카이브 스니커즈,패션잡화,59800,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919213&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:23,새벽 03-06,GS샵,TV홈쇼핑,에몬스,[에몬스] 위브릭 3인 듀얼스윙H 기능성 패브릭 소파,가구인테리어,1499000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1133203259&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:25,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,까스텔바작,"[런칭가 99,000원] 까스텔바작 26SS 여성 메종 헤리티지 카라 니트 2종",패션의류,79000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171633&chl_dtl_no=2584697&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12902056&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:26,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,베른데스,**베른데스 프라이팬 5종 세트,생활용품,474000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918499&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:28,새벽 03-06,GS샵,TV홈쇼핑,스케쳐스,스케쳐스 26FW 최신상 여성용 릴랙스드 코지 슬립인스 워킹화,기타,129000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1116768061&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-22,토,04:30,새벽 03-06,ssgshop,미분류,삼육두유,[NH카드]삼육두유 검은콩 볶은귀리 60팩 + 흑임자두유 45팩 (총105팩),식품,56900,https://m.shinsegaetvshopping.com/display/detail/20062031?inMediaCode=MC02&ckwhere=hsm_live&hsmoa_userid=&hsmoa_code=moa
2026-08-22,토,04:30,새벽 03-06,현대홈쇼핑,TV홈쇼핑,보리담은,보리담은 찰보리빵 100개(오리지날60개+쑥20개+유자20개),식품,39900,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=m20&slitmCd=2231935248
